id,domain,company_name,website,phone,email,contact_type,city,state,states_served_count,nationwide,description,min_loan_amount,max_loan_amount,max_ltv,max_arv,min_interest_rate,max_interest_rate,min_points,max_points,min_term_months,max_term_months,interest_only,nmls_id,aapl_member,year_founded,credit_check_policy,min_credit_score,no_credit_check,source,states_served,loan_products,display_loan_range,display_max_ltv,display_max_arv,display_interest_rate,display_points,display_term
17,crebrid.com,Crebrid Lending Solutions,https://crebrid.com,(972) 525-4777,info@crebrid.com,phone_email,Plano,TX,51,True,"Crebrid is a direct private lender offering fast and efficient financing solutions for real estate investors, including fix-and-flip, rental, and construction loans.",75000,5000000,0.9,,0.0573,0.0899,1.0,2.5,6,360,True,,,2013,hard_pull,640,False,brave_search,AK|AL|AR|AZ|CA|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY,construction|dscr|fix_flip|refi|rental,$75K – $5M,90%,,6% – 9%,1 – 2.5 pts,6 – 360 mo
373,creditsuite.com,Credit Suite,https://creditsuite.com,(877) 600-2487,info@creditsuite.com,phone_email,Tampa,FL,1,False,"Credit Suite helps businesses secure financing and build business credit, offering a range of loan products including commercial real estate and truck loans.",100000,20000000,0.75,,0.0775,0.3,,,24,72,,,,2014,hard_pull,620,False,brave_search,FL,bridge|commercial,$100K – $20M,75%,,8% – 30%,,24 – 72 mo
274,crosscountrylending.net,Cross Country Lending,https://crosscountrylending.net,(410) 883-5373,,phone_only,,MD,1,False,Cross Country Lending is a hard money lender in Maryland focused on helping real estate investors succeed with competitive rates and efficient loan approval.,,,,,0.12,,,,6,12,,,,,none,,True,brave_search,MD,bridge|fix_flip,,,,12%,,6 – 12 mo
179,crossroadsinvestmentlending.com,Crossroads Investment Lending,https://crossroadsinvestmentlending.com,(913) 766-2900,,phone_only,Overland Park,KS,1,False,"Crossroads Investment Lending provides fast and efficient hard money loans for fix and flip, bridge, cash-out, and DSCR financing.",50000,2000000,0.8,,0.139,,3.9,,6,360,True,,,2014,hard_pull,600,False,brave_search,KS,bridge|cash_out|dscr|fix_flip,$50K – $2M,80%,,14%,3.9 pts,6 – 360 mo
374,crowdlending.com,"Crowd Lending, Inc.",https://crowdlending.com,(800) 975-1260,info@crowdlending.com,phone_email,Quincy,MA,1,False,Crowd Lending is Boston’s go-to hard money lender that provides fast funding and clear terms for real estate investors and developers.,100000,3000000,,,,,,,,,,,,,,,False,brave_search,MA,fix_flip,$100K – $3M,,,,,
375,ctcmortgage.com,CTC Mortgage,https://ctcmortgage.com,(800) 610-3570,info@ctcmortgage.com,phone_email,West Palm Beach,FL,4,False,"CTC Mortgage provides a full range of loan options to help you purchase, refinance, or invest with confidence, specializing in VA, FHA, USDA, and DSCR loans.",,,,,,,,,,,,,,,hard_pull,680,False,brave_search,FL|GA|NC|SC,cash_out|dscr|refi,,,,,,
180,custommortgageinc.com,Custom Mortgage Inc,https://custommortgageinc.com,(877) 976-5669,info@c-mtg.com,phone_email,Encino,CA,5,False,"CMRE provides competitive rates for residential and commercial loans in all 50 states, offering 123+ loan programs including hard money and bridge loans.",50000,2000000,0.9,,0.099875,0.1399,1.0,3.0,6,36,True,1556995,,,hard_pull,600,False,brave_search,AZ|CA|FL|GA|TX,bridge|fix_flip|ground_up,$50K – $2M,90%,,10% – 14%,1 – 3 pts,6 – 36 mo
276,davidakrebs.com,DAK Mortgage,https://davidakrebs.com,(321) 239-2781,,phone_only,,FL,2,False,"DAK Mortgage is a licensed mortgage broker in Florida and California, specializing in a wide variety of lending products including bridge loans, cash-out refinancing, and commercial loans.",,,,,,,,,,,,,,,,,False,brave_search,CA|FL,bridge|cash_out|commercial|construction|dscr|fix_flip,,,,,,
376,daracap.com,Dara Capital Mortgage,https://daracap.com,(702) 840-1600,hello@daracap.com,phone_email,Las Vegas,NV,7,False,"Dara Capital Mortgage offers a variety of mortgage solutions including hard money loans, fix and flip loans, and commercial financing across multiple states.",,,,,,,,,,,,1547352,,,,,False,brave_search,AZ|CA|CO|FL|MN|NV|TX,commercial|fix_flip|multifamily,,,,,,
275,dashhomeloans.com,Dash Home Loans,https://dashhomeloans.com,(615) 249-1568,,phone_only,Raleigh,NC,5,False,"Dash Home Loans offers a simplified home loan process in the Southeast, including hard money loans for investment properties.",,,,,,,,,4,18,,,,,none,,True,brave_search,FL|NC|SC|TN|VA,fix_flip|refi,,,,,,4 – 18 mo
377,dealstreetcapital.com,Deal Street Capital,https://dealstreetcapital.com,(800) 555-4242,loans@dealstreetcapital.com,phone_email,,,34,False,Deal Street Capital is a dynamic mortgage company dedicated to helping real estate investors across the nation close more deals with tailored loan programs.,,,0.85,,0.08,0.12,,,6,18,,2111568,,,hard_pull,640,False,brave_search,AK|AL|AR|CO|CT|DC|DE|GA|HI|IA|IL|IN|KS|KY|LA|MA|MD|ME|MS|MT|NE|NH|NM|OH|OK|PA|RI|SC|TX|VA|WA|WI|WV|WY,brrrr|construction|dscr|fix_flip,,85%,,8% – 12%,,6 – 18 mo
378,delawarehomeloanpros.com,Delaware Home Loan Pros,https://delawarehomeloanpros.com,,info@delawarehomeloanpros.com,email_only,,DE,1,False,"Delaware Home Loan Pros simplifies the home loan process in Delaware, offering customized mortgage, refinance, and real estate investor loan solutions.",,,,,,,,,,,,2141784,,,,,False,brave_search,DE,bridge|brrrr|construction|dscr|fix_flip|refi,,,,,,
181,dfw-hardmoney.com,DFW Hard Money,https://dfw-hardmoney.com,(817) 200-7575,info@dfw-hardmoney.com,phone_email,Arlington,TX,12,False,"Experienced hard money lender providing trusted hard money loans for residential, commercial, and development properties across the USA.",150000,50000000,0.7,,0.12,0.13,2.0,3.5,6,12,True,,,2016,,,False,brave_search,AL|CO|FL|GA|KS|MO|NC|OK|SC|TN|TX|UT,bridge|commercial|construction|fix_flip|ground_up|multifamily,$150K – $50M,70%,,12% – 13%,2 – 3.5 pts,6 – 12 mo
277,dfwinvestorlending.com,"DFW Investor Lending, LLC",https://dfwinvestorlending.com,(214) 382-2676,info@dfwil.com,phone_email,Addison,TX,1,False,"DFW Investor Lending, LLC is a Dallas-based hard money lender specializing in providing fast and reliable financing solutions for real estate investors.",,,0.75,,0.1249,0.1399,2.0,3.0,1,12,True,,,,none,,True,brave_search,TX,bridge|commercial|fix_flip|multifamily|refi|rental,,75%,,12% – 14%,2 – 3 pts,1 – 12 mo
380,directcommercialfunding.com,Direct Commercial Funding INC,https://directcommercialfunding.com,(877) 293-7933,helpcenter@directcommercialfunding.com,phone_email,Houston,TX,1,False,"Direct Commercial Funding INC offers tailored financing solutions for commercial real estate, including hard money loans, bridge loans, and construction financing.",,,0.8,,,,,,,,,,,,,,False,brave_search,TX,bridge|construction,,80%,,,,
229,directlendingokc.com,Direct Lending,https://directlendingokc.com,(405) 413-8418,,phone_only,Oklahoma City,OK,1,False,"Specializing in both residential and commercial hard money loans for investors, wholesalers, and house flippers in Oklahoma City and surrounding areas.",50000,10000000,1.0,,0.115,,,,6,,,,,,hard_pull,,False,brave_search,OK,commercial|dscr|fix_flip|refi|rental,$50K – $10M,100%,,12%,,6 mo
158,districtlending.com,District Lending,https://districtlending.com,(888) 210-3964,info@districtlending.com,phone_email,Paradise Valley,AZ,12,False,"District Lending offers a variety of mortgage products including FHA, VA, Jumbo, Construction, and DSCR loans, focusing on providing competitive rates and a seamless application process.",,,,,,,,,,,,1835285,,,,,False,brave_search,AZ|CA|CO|FL|GA|ID|MN|NJ|OR|SC|TX|WA,construction|dscr|refi,,,,,,
379,dfiprivatelending.com,Diversified Funding Inc.,https://dfiprivatelending.com,(617) 212-8961,,phone_only,Boston,MA,7,False,"DFI is a private lender specializing in secured real estate loans for land developers, builders, and real estate investors in New England.",200000,10000000,,,0.01,,,,1,60,True,,,1974,none,,True,brave_search,CT|FL|MA|ME|NH|RI|VT,bridge|construction|fix_flip,$200K – $10M,,,1%,,1 – 60 mo
278,dixonlinkcapital.com,Dixon Link Capital LLC,https://dixonlinkcapital.com,(904) 853-7772,loans@dixonlinkcapital.com,phone_email,Jacksonville,FL,51,True,"Dixon Link Capital is a commercial mortgage brokerage and capital advisory firm specializing in commercial real estate financing solutions for developers, entrepreneurs, and investors nationwide.",,,,,,,,,,,,2029225,,,,,False,brave_search,AK|AL|AR|AZ|CA|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY,bridge|cash_out|commercial|construction|dscr|multifamily|refi,,,,,,
159,dkclending.com,DKC Lending,https://dkclending.com,(727) 977-8480,info@dkclending.com,phone_email,Clearwater,FL,1,False,"DKC Lending provides real estate investors with transparent, personalized funding for Fix & Flips, New Construction, and Rental Properties.",,,0.75,0.7,0.1,0.12,2.0,4.0,6,24,True,,,,,,False,brave_search,FL,cash_out|construction|dscr|fix_flip,,75%,70%,10% – 12%,2 – 4 pts,6 – 24 mo
104,dominionfinancialservices.com,Dominion Financial Services LLC,https://dominionfinancialservices.com,(410) 593-1413,loanservicing@thedominiongroup.com,phone_email,Baltimore,MD,50,False,"Dominion Financial Services is a private lender specializing in real estate investor loans, offering a variety of loan products including rental, fix and flip, and construction loans.",100000,,0.8,0.7,,,,,,,,898795,,2006,hard_pull,680,False,brave_search,AK|AL|AR|AZ|CA|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NY|OH|OK|OR|PA|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY,bridge|construction|fix_flip|multifamily|rental,$100K,80%,70%,,,
197,drewmortgage.com,"Drew Mortgage Associates, Inc.",https://drewmortgage.com,(877) 949-3739,questions@drewmortgage.com,phone_email,Shrewsbury,MA,1,False,"Drew Mortgage Associates is a family-owned, privately-held direct mortgage lender offering a variety of home loan programs including fix and flip loans.",,,,,,,,,,,,2856,,,,,False,brave_search,MA,bridge|commercial|construction|fix_flip,,,,,,
381,dscrinvestors.net,DSCR Investors Network,https://dscrinvestors.net,(877) DSCR-NET,,phone_only,,,5,False,Professional financing solutions for real estate investors focusing on DSCR loans and fix-and-flip loans.,50000,5000000,0.8,,,,,,6,36,True,,,,none,,True,brave_search,FL|GA|NY|OH|TX,dscr|fix_flip,$50K – $5M,80%,,,,6 – 36 mo
382,eastsidefunding.com,Eastside Funding,https://eastsidefunding.com,(425) 230-0000,info@eastsidefunding.com,phone_email,Kirkland,WA,1,False,"Eastside Funding offers hard money loans for real estate investors, including fix and flip, refinance, rehab, new construction, and bridge loans.",,,,,0.1,,,,,,True,,,2005,,,False,brave_search,WA,bridge|fix_flip|refi,,,,10%,,
3,easystreetcap.com,Easy Street Capital,https://easystreetcap.com,(866) 828-0062,,phone_only,,,48,False,"Easy Street Capital provides investment real estate financing, helping investors execute profitable fix-and-flip, DSCR rental, and new construction deals with flexibility, speed, and certainty.",,,0.9,,0.0575,0.089,,,,,,2167568,,,,,False,brave_search,AK|AL|AR|AZ|CA|CO|CT|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|RI|SC|TN|TX|UT|VA|VT|WA|WI|WV|WY,construction|dscr|fix_flip,,90%,,6% – 9%,,
383,elixirmortgagelending.com,Elixir Mortgage Lending,https://elixirmortgagelending.com,(800) 558-0496,ataali@elixirmortgagelending.com,phone_email,Aliso Viejo,CA,1,False,"Elixir Mortgage Lending offers a full range of lending solutions including hard money loans, VA loans, and investment property financing.",,,,,,,,,,,,1704105,,,,,False,brave_search,CA,bridge|dscr,,,,,,
384,embassynationalbank.com,Embassy National Bank,https://embassynationalbank.com,(770) 822-9111,loans@embassynationalbank.com,phone_email,Lawrenceville,GA,1,False,"Embassy National Bank specializes in providing residential construction loans, commercial loans, and SBA lending to support community growth.",,,0.75,,,,,,12,24,,1205048,,,,,False,brave_search,GA,construction,,75%,,,,12 – 24 mo
385,emeraldcreekcapital.com,Emerald Creek Capital,https://emeraldcreekcapital.com,(800) 313-2616,info@emeraldcreekcapital.com,phone_email,New York,NY,51,True,Emerald Creek Capital provides short-term loans secured by real estate in primary markets nationwide.,2000000,75000000,0.65,,0.0345,,,,12,36,True,,,2009,,,False,brave_search,AK|AL|AR|AZ|CA|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY,bridge|cash_out|refi,$2M – $75M,65%,,3%,,12 – 36 mo
386,emortgagehi.com,eMortgage Hawaii,https://emortgagehi.com,(808) 334-6201,kurt@emortgagehi.com,phone_email,Kailua Kona,HI,1,False,"eMortgage Hawaii offers a variety of mortgage solutions including DSCR loans, construction loans, and commercial loans to assist clients in their real estate financing needs.",,,,,,,,,,,True,763350,,,,,False,brave_search,HI,commercial|construction|dscr,,,,,,
13,equitymax.com,EquityMax,https://equitymax.com,(954) 267-9103,info@equitymax.com,phone_email,Ft. Lauderdale,FL,7,False,"EquityMax offers a broad range of hard money and private money loans for real estate investors across the United States, specializing in quick financing solutions.",15000,1000000,0.8,0.65,0.1199,,2.0,,,204,,1523517,,1990,none,,True,brave_search,FL|GA|IL|NC|SC|TN|TX,bridge|cash_out|construction|fix_flip,$15K – $1M,80%,65%,12%,2 pts,204 mo
105,expresscapitalfinancing.com,Express Capital Financing,https://expresscapitalfinancing.com,(718) 285-0806,,phone_only,Brooklyn,NY,51,True,"Express Capital Financing specializes in providing fast and flexible hard money loans for real estate investors, including fix and flip, construction, and DSCR loans.",50000,10000000,0.9,,0.0999,,2.0,,12,36,,,,,hard_pull,600,False,brave_search,AK|AL|AR|AZ|CA|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY,bridge|commercial|dscr|fix_flip|ground_up|multifamily,$50K – $10M,90%,,10%,2 pts,12 – 36 mo
387,ezrafinancial.com,Ezra Financial,https://ezrafinancial.com,(305) 767-1978,info@ezrafinancial.com,phone_email,Miami,FL,51,True,"Ezra Financial is a leading expert in commercial and residential real estate lending, offering tailored financing solutions for property investment across the U.S.",250000,2500000,0.9,,0.085,0.0999,,,12,18,,,,2017,none,,True,brave_search,AK|AL|AR|AZ|CA|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY,fix_flip|ground_up|rental,$250K – $2.5M,90%,,8% – 10%,,12 – 18 mo
388,failla.com,Failla Funding,https://failla.com,(718) 966-6760,ffunding@aol.com,phone_email,Staten Island,NY,1,False,"Failla Funding specializes in arranging mortgages for both residential and commercial property owners, offering various funding solutions including hard money loans and bridge loans.",100000,40000000,0.65,,,,,,3,24,True,,,1988,,,False,brave_search,NY,bridge|commercial|construction|dscr|fix_flip,$100K – $40M,65%,,,,3 – 24 mo
60,fairviewlending.com,Fairview Commercial Lending,https://fairviewlending.com,(866) 634-1270,info@fairviewlending.com,phone_email,Marietta,GA,3,False,"Fairview Commercial Lending is a privately funded direct hard money lender offering fast, flexible private money and bridge loans on residential and commercial investment properties.",,,,,,,,,,,,,,1975,none,,True,brave_search,CO|FL|GA,bridge|cash_out|commercial|fix_flip|multifamily|refi|rental,,,,,,
133,georgiahardmoney.com,Fairview Commercial Lending,https://georgiahardmoney.com,(404) 634-1270,,phone_only,Marietta,GA,1,False,Fairview Commercial Lending is a privately funded hard money lender specializing in commercial and residential loans throughout Georgia.,30000,350000,0.5,,,,,,,,True,,,1975,none,,True,brave_search,GA,bridge|commercial|multifamily|rental,$30K – $350K,50%,,,,
198,fpllending.com,Fast Pinnacle Lending,https://fpllending.com,(832) 295-3700,info@fpllending.com,phone_email,Stafford,TX,45,False,"Fast Pinnacle Lending offers hard money loans, including DSCR, bridge, and construction loans, tailored for real estate investors.",,,0.9,,,,,,,,,,,,none,,True,brave_search,AK|AL|AZ|CA|CO|DC|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|MI|MN|MO|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|RI|SC|SD|TN|TX|UT|VA|WA|WI|WV|WY,bridge|construction|dscr|fix_flip,,90%,,,,
389,fastdscrloans.com,FastDSCRLoans,https://fastdscrloans.com,,,web_only,,,50,False,We specialize in helping real estate investors secure DSCR loans quickly and efficiently.,,,,,,,,,,,,,,,none,,True,brave_search,AK|AL|AR|AZ|CA|CO|CT|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY,dscr,,,,,,
160,fasterfundslending.com,FasterFunds Lending,https://fasterfundslending.com,(636) 223-4262,,phone_only,O’Fallon,MO,1,False,"FasterFunds Lending specializes in hard money loans for real estate investors in the St. Louis area, offering quick funding and in-house processing.",,,0.75,,,,,,,,,,,2015,,,False,brave_search,MO,brrrr|fix_flip,,75%,,,,
138,rehablender.net,"FBC Funding, LLC",https://rehablender.net,(888) 848-3114,funding@fbcfunding.com,phone_email,Chicago,IL,1,False,"FBC Funding is a hard money and rehab lender offering a variety of loan programs for real estate investors, including fix and flip, bridge loans, and commercial funding.",100000,10000000,0.9,0.75,,,,,12,24,True,,,1978,hard_pull,600,False,brave_search,IL,bridge|brrrr|commercial|construction|dscr|fix_flip,$100K – $10M,90%,75%,,,12 – 24 mo
390,fbfloans.com,Fidelity Bancorp Funding,https://fbfloans.com,(877) 585-3863,,phone_only,Costa Mesa,CA,1,False,"Fidelity Bancorp Funding is a trusted source for commercial real estate financing, offering bridge and permanent loans with competitive rates and flexible terms.",1800000,20000000,0.75,,0.0875,,,,6,24,True,268792,,1998,hard_pull,,False,brave_search,CA,bridge|dscr,$1.8M – $20M,75%,,9%,,6 – 24 mo
391,figure.com,Figure,https://figure.com,,press@figure.com,email_only,,,51,True,"Figure is a leading non-bank lender specializing in HELOCs, cash-out refinancing, and DSCR loans, utilizing blockchain technology for efficient lending.",25000,750000,0.75,,0.0675,0.0891,,,12,,True,,,,none,,True,brave_search,AK|AL|AR|AZ|CA|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY,cash_out|dscr,$25K – $750K,75%,,7% – 9%,,12 mo
392,firstbostoncapitalpartners.com,First Boston Capital Partners,https://firstbostoncapitalpartners.com,(617) 472-2000,info@grossmanco.com,phone_email,Quincy,MA,5,False,"First Boston Capital Partners provides short-term bridge capital to developers and investors for acquisitions, ground-up construction, or renovations throughout southern New England, focusing on the Greater Boston area.",500000,12000000,0.75,,0.12,0.14,2.0,,6,18,,,,,none,,True,brave_search,MA|ME|NH|RI|VT,bridge|construction,$500K – $12M,75%,,12% – 14%,2 pts,6 – 18 mo
42,fctd.com,First Capital Trust Deeds,https://fctd.com,(503) 891-4205,,phone_only,Bend,OR,3,False,First Capital Trust Deeds is a mortgage brokerage specializing in private money residential and commercial lending.,150000,25000000,0.75,,0.09,0.13,,,1,24,,1165726,,,hard_pull,650,False,brave_search,CA|ID|OR,bridge|cash_out|commercial|construction|fix_flip|rental,$150K – $25M,75%,,9% – 13%,,1 – 24 mo
393,firstequityfundingllc.com,"First Equity Funding, LLC",https://firstequityfundingllc.com,(732) 359-7800,info@firstequityfundingllc.com,phone_email,Sea Girt,NJ,51,True,"First Equity Funding is a private real estate investment lender offering Fix and Flip, Rental, and New Construction loan programs in over 40 states throughout the US.",100000,,0.8,,,,,,12,30,True,,,2008,hard_pull,620,False,brave_search,AK|AL|AR|AZ|CA|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY,construction|fix_flip|rental,$100K,80%,,,,12 – 30 mo
347,bankfirstfed.com,First Federal Bank,https://bankfirstfed.com,(208) 733-4222,,phone_only,,ID,1,False,"First Federal Bank offers a variety of home loan products including bridge loans, construction loans, and specialty programs tailored for unique situations.",,,,,,,,,,,,402963,,1915,,,False,brave_search,ID,bridge|construction,,,,,,
440,myiralender.com,First Western Federal Savings Bank,https://myiralender.com,(800) 908-8845,,phone_only,Rapid City,SD,51,True,"First Western Federal Savings Bank specializes in non-recourse loans for investment properties, including IRA Non-Recourse Loans.",80000,,0.5,,,,,,,,,631666,,1979,,,False,brave_search,AK|AL|AR|AZ|CA|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY,refi|rental,$80K,50%,,,,
394,fixfliploansflorida.com,Fix & Flip Loans Florida,https://fixfliploansflorida.com,(561) 609-6699,,phone_only,Delray Beach,FL,1,False,"Fix & Flip Loans Florida connects real estate investors with flexible, short-term funding designed specifically for purchasing, renovating, and reselling properties across Florida.",50000,1000000,,,,,,,,,,,,,none,,True,brave_search,FL,bridge|fix_flip,$50K – $1M,,,,,
279,fixandflipfinancing.com,Fix and Flip Financing,https://fixandflipfinancing.com,,,web_only,,,10,False,Investor-friendly real estate funding specializing in 100% financing for fix and flip/hold projects in select US markets.,100000,,1.0,0.75,,,,,,,,,,,,,False,brave_search,AL|GA|IN|KS|MO|NC|NM|OH|TN|TX,brrrr|fix_flip,$100K,100%,75%,,,
146,fixfliploans.com,FixFlipLoans.com,https://fixfliploans.com,(888) 827-9159,,phone_only,Miami,FL,51,True,"FixFlipLoans.com offers hard money loans for house flippers, providing funding for property purchase and rehab with fast decisions and interest-only payments.",100000,4000000,0.9,,,,,,1,18,True,,,,hard_pull,600,False,brave_search,AK|AL|AR|AZ|CA|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY,bridge|construction|fix_flip|multifamily,$100K – $4M,90%,,,,1 – 18 mo
97,flipcofinancial.com,FlipCo Financial,https://flipcofinancial.com,888-703-FLIP,,phone_only,Houston,TX,16,False,"FlipCo Financial provides direct private hard money loans to help investors achieve project success within 72 hours, specializing in fix and flip, bridge, and refinance loans.",,1000000,0.75,0.75,,,,,3,6,,,,,none,,True,brave_search,AL|AR|FL|GA|IN|KS|KY|MO|NC|OH|OK|PA|SC|TN|TX|VA,bridge|fix_flip|refi,$1M,75%,75%,,,3 – 6 mo
189,usmortgagelenders.com,Florida Mortgage Lenders,https://usmortgagelenders.com,(954) 667-9110,,phone_only,,FL,1,False,"Florida Mortgage Lenders offers hard money loans and various mortgage options for all situations, including bad credit and non-warrantable condos.",250000,50000000,0.8,,0.085,,3.25,,12,24,True,,,,hard_pull,680,False,brave_search,FL,bridge|cash_out|commercial|dscr|fix_flip|multifamily,$250K – $50M,80%,,8%,3.25 pts,12 – 24 mo
395,fortefinancial.com,Forte Financial,https://fortefinancial.com,(475) 215-5401,,phone_only,Ridgefield,CT,8,False,"Forte Financial offers a variety of mortgage products including fix and flip loans, bridge loans, and DSCR loans, serving investors and home buyers in multiple states.",,2000000,0.75,,,,,,12,,True,1892568,,,,,False,brave_search,CT|FL|MA|NC|NJ|NY|PA|SC,bridge|dscr|fix_flip,$2M,75%,,,,12 mo
10,foundationcref.com,Foundation Specialty Finance,https://foundationcref.com,,,web_only,,,51,True,"Foundation Specialty Finance is a specialty finance firm providing tailored lending solutions for real estate investors, including fix and flip, rental, multifamily, and construction financing.",,,,,,,,,,,,2260234,,,,,False,brave_search,AK|AL|AR|AZ|CA|CO|CT|DC|DE|FL|GA|HI|IA|ID|IL|IN|KS|KY|LA|MA|MD|ME|MI|MN|MO|MS|MT|NC|ND|NE|NH|NJ|NM|NV|NY|OH|OK|OR|PA|RI|SC|SD|TN|TX|UT|VA|VT|WA|WI|WV|WY,dscr|fix_flip|ground_up|multifamily,,,,,,
397,fscinvest.com,Free State Capital,https://fscinvest.com,(410) 205-1710,loans@fscinvest.com,phone_email,Timonium,MD,4,False,"Free State Capital provides private, short-term real estate loans to qualified investors in Maryland, focusing on speed, flexibility, and a relationship-based approach.",,,,,,,,,6,12,True,,,2022,none,,True,brave_search,DE|MD|PA|VA,cash_out|fix_flip|refi|rental,,,,,,6 – 12 mo
396,friendlyrehabfunds.com,Friendly Rehab Funds,https://friendlyrehabfunds.com,(804) 593-5100,info@friendlyrehabfunds.com,phone_email,Richmond,VA,1,False,"A family-owned hard money lender in Virginia offering quick loans for property flips, rehabs, construction projects, and cash-out refinances.",,,,,,,,,,,,,,,soft_pull,,True,brave_search,VA,bridge|cash_out|fix_flip,,,,,,
70,fundingpilot.com,FundingPilot,https://fundingpilot.com,(888) 860-2844,support@fundingpilot.com,phone_email,Hoboken,NJ,34,False,"FundingPilot offers a variety of real estate loans including hard money, bridge, and fix & flip loans with flexible terms and no income verification.",50000,20000000,0.75,,0.0775,0.0875,,,6,30,True,,,,none,,True,brave_search,AL|AR|CO|CT|DC|DE|FL|GA|IN|KY|LA|MA|MD|ME|MO|MS|MT|NC|NH|NJ|NM|NY|OH|OK|PA|RI|SC|TN|TX|VA|WA|WI|WV|WY,bridge|fix_flip,$50K – $20M,75%,,8% – 9%,,6 – 30 mo
67,gauntletfunding.com,Gauntlet Funding,https://gauntletfunding.com,(631) 465-2161,info@gauntletfunding.com,phone_email,Melville,NY,3,False,"Gauntlet Funding specializes in hard money loans for real estate investors, offering a variety of loan products including fix and flip, bridge, and new construction loans.",,,,,0.09,,,,9,12,,,,,none,,True,brave_search,FL|NJ|NY,bridge|construction|dscr|fix_flip,,,,9%,,9 – 12 mo
25,geltfinancial.com,Gelt Financial,https://geltfinancial.com,(561) 221-0900,info@geltfinancial.com,phone_email,Boca Raton,FL,30,False,"Gelt Financial is a direct private lender offering hard money loans, no-credit-check loans, and bridge loans for commercial and investment real estate.",50000,2000000,0.65,,,,,,6,60,True,,,1989,none,,True,brave_search,AL|AR|CO|DE|FL|GA|IL|IN|KY|LA|MA|MD|MI|MO|MS|NC|NH|NJ|NY|OH|OK|PA|RI|SC|TN|TX|VA|WA|WI|WV,bridge|fix_flip,$50K – $2M,65%,,,,6 – 60 mo
